timestamp,underlying_price,atm_iv
2026-08-31T19:13:28.492661,766.27,0.1337
2026-08-31T19:30:21.246761,766.13,0.1257
2026-08-31T19:44:26.647987,765.69,0.1204
2026-08-31T19:52:35.048797,765.885,0.1161
